CountryID,Year,CountryName,Region,IncomeLevel,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
CHI,2023,Channel Islands,Europe & Central Asia,High income,,,,,,12507927144,3.715005661,,,5.75258335,5.75258335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
CHL,2023,Chile,Latin America & Caribbean,High income,-15459843912,6.478592102,21737835925,1.871048692,6277992013,3.36E+11,0.218780667,3.31E+11,7.581682514,6.599512046,6.599512046,15323433158,4541738609,60.96709399,9.049960964,15.12689192,1.747282364,5674556216,,,1.632888929,6.675988331,5491661224,,0.3962,31.9471,0.0088,,,6.178550255,,,,,,,,,,,,,,,,,,,7.015,9.76,9.869,9.013,21.965,840.0665267
CHN,2023,China,East Asia & Pacific,Upper middle income,1.43E+11,0.240113517,42727679407,1.041324581,1.85E+11,1.78E+13,5.249557864,1.74E+13,0.234836829,-0.582393794,-0.582393794,5.94E+11,3.86E+11,37.31677136,4.899991756,16.59311185,,2.9378E+11,,,1.665339145,4.973826154,2.96439E+11,,15.0616,1077.7615,3.6358,,,11.30210079,1.08E+12,,,,,4.97E+11,2.18,,,,,,,,,,,,,,,,,7.083998423
CIV,2023,C?te d?Ivoire,Sub-Saharan Africa,Lower middle income,,0.272461384,214905250,0.272461384,214905250,78875489245,6.2,81662950330,4.38711707,2.92244,2.92244,,,52.57392021,,1.489782954,4.877575463,8273311823,3.429929972,15.94641179,0.886138695,3.976748878,681518423.6,,0.136,5.1628,,,,1.032675265,29561955091,45282734704,44568724510,714010194.6,,27931278494,4.69,,,,,,,,,,,,,,,,,606.5697502
CMR,2023,Cameroon,Sub-Saharan Africa,Lower middle income,,-0.221458187,-109133290,-0.221458187,-109133290,49279410983,3.248344978,51245219532,7.382813843,4.65972286,4.65972286,,,37.21772818,,1.584315221,2.891665827,5215888198,,13.82951546,0.933338169,5.625886216,456128243.8,,0.0761,4.2671,,,,1.387855863,12385861468,,,,,11811226916,3.59,,,,,,,,,,,,,,,,,606.5697502
COD,2023,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,-2375258887,3.578097732,2375258887,0.354751686,235495830,66383287003,8.560862509,68221629682,,13.17193122,13.17193122,1600591231,-4030194363,91.26126561,8.630933289,7.933348984,-12.8549839,5266417238,,,1.164396916,6.963151532,794244598.7,,,2.7708,,,,0.530352989,6467510547,,,,,8566272457,0.76,,,,,,,,,,,,,,,,,2340.035704
COG,2023,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,,0.172079981,26364470,0.172079981,26364470,15321055823,1.906864263,12627390337,4.301745636,-7.567702287,-7.567702287,,,96.2103944,,13.99328778,0.619414147,26951385.23,,14.72915268,2.456244945,8.891157652,284719248.4,,,1.4583,,,,3.833485501,6875467270,,,,,6750342032,5.31,,,,,,,,,,,,,,,,,606.5697502
COL,2023,Colombia,Latin America & Caribbean,Upper middle income,-15969707903,4.716592169,17144522052,0.323200565,1174814149,3.63E+11,0.610409566,3.81E+11,11.73590449,6.33605732,6.33605732,-6731557955,-7956441650,40.49380015,8.937594685,14.75378387,1.613574249,536298358,,,2.872983187,8.399434587,171823.398,,0.6396,36.7,0.0189,,,4.280612935,1.69E+11,2.51E+11,2.37E+11,14031914953,,1.10E+11,7.94,,,,,,,,,,,,9.66,8.805,11.581,9.603,19.379,4325.955
COM,2023,Comoros,Sub-Saharan Africa,Lower middle income,-5352754.894,0.395802293,5352754.894,,,1352380971,2.995674572,1650305566,,2.91808886,2.91808886,-266606464.7,-355581804.8,47.94135819,23.79131244,9.252167828,0.795137699,125122514.4,,,,,,,,0.1808,,,,0.895827429,348112436.8,,,,,319435993.2,1.39,,,,,,,,,,,,,,,,,454.9912367
CPV,2023,Cabo Verde,Sub-Saharan Africa,Lower middle income,-151262678.3,6.264688577,158735894.9,0.294938801,7473216.58,2533819406,5.475435916,2990175407,3.724375177,3.792594321,3.792594321,-893150895,-456722251.7,94.73859049,39.1889957,21.75335973,2.535114295,5511985.387,,14.74723358,0.528231872,1.744645588,13191422.87,,,0.5745,,,,2.357700385,1933793921,,,,,1549507569,6.49,,,,,,,,,,,,,,,,,101.8048125
CRI,2023,Costa Rica,Latin America & Caribbean,Upper middle income,-3700614748,5.419180711,4687479758,1.140911556,986865009.6,86497941439,5.111921832,81862287546,0.525193509,-0.087922597,-0.087922597,-3158366880,5270322448,72.47199908,24.46790828,14.87349346,0.958825453,12865265663,,,,,,,0.145,6.0686,,,,3.225544875,31377966114,62954992134,62336178869,618813265.7,,15890402268,6.31,,,,,,,,,0.9,,24.1,5.226,7.768,11.998,8.325,24.239,544.0507755
CUB,2023,Cuba,Latin America & Caribbean,Upper middle income,,,,,,,-1.928992112,,,,,,,,,,,,,,,,,,0.0223,1.2207,0.0005,,,3.575367214,,,,,,,,,,,,,,,,,,,,,,,,
CUW,2023,Cura?ao,Latin America & Caribbean,High income,-129337585.8,4.162910899,136602563.6,0.221397422,7264977.827,3281419347,4.202,,,2.403551853,2.403551853,-1269643140,-657754762.2,,75.60729027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
CYM,2023,Cayman Islands,Latin America & Caribbean,High income,,286.0400677,20421626280,286.0400677,20421626280,7139428558,4.359675957,,,3.640920969,3.640920969,,,,,,,,,,,,,,,0.1259,,,,5.341055341,,,,,,,,,,,,,,,,,,,,,,,,0.83333
CYP,2023,Cyprus,Europe & Central Asia,High income,-4074720212,-26.38874863,-8942336964,-38.41320799,-13017057176,33886930712,2.611900909,33463096319,3.541341888,3.82970232,3.82970232,-7689918847,-282831185.8,192.7869215,120.4329176,18.55839835,2.169782689,6288871589,,,1.824635543,4.616399789,5668739.437,,0.0036,1.8772,,,,7.676493856,,,,,,,,,,,,,,,,,,,5.328,5.854,6.371,5.835,16.565,0.924839558
CZE,2023,Czechia,Europe & Central Asia,High income,-729773116.1,2.396610104,8225354599,2.183950895,7495491450,3.43E+11,-0.085330276,3.26E+11,10.66126014,8.15889264,8.15889264,13075215138,17294807587,132.9520932,21.90877159,19.65838152,3.537463285,67469113324,,,1.524189625,3.36149236,55627731.53,,0.1359,19.3862,0.0563,,,10.53368534,,,,,,,,,,,,,,,,,,,1.307,4.011,1.99,2.58,8.502,22.19808333
DEU,2023,Germany,Europe & Central Asia,High income,72407214132,0.431214647,19515498092,2.031149245,91923800663,4.53E+12,-0.26643841,4.34E+12,5.946436677,6.14291653,6.14291653,2.50E+11,1.80E+11,82.79910645,21.11559009,21.22872747,-1.491537848,96749344967,,,1.51965193,3.818881611,66826634284,,0.566,139.7212,0.0309,,,8.186963256,,,,,,,,,,,,,,,,,,,2.149,6.322,2.571,3.068,5.927,0.924839558
DJI,2023,Djibouti,Middle East & North Africa,Lower middle income,-137009451,3.342892057,137009451,,,4098530514,6.676649644,4282583734,1.495068165,4.564525794,4.564525794,289631109.2,607408270.4,342.7023577,46.17149721,14.48944317,8.598299199,593854249.6,,,,,,,,0.3471,,,,1.849526083,2846358659,,,,,2671932854,2.53,,,,,,,,,,,,,,,,,177.721
DMA,2023,Dominica,Latin America & Caribbean,Upper middle income,-21486771.37,3.163815102,20691116.41,-0.121661159,-795654.9671,653992592.6,4.712238185,,4.22769325,2.866215998,2.866215998,-242305457.2,-229068037.6,,47.4807995,,,,4.656741142,6.412837285,,,,,,0.0276,0.0001,,,2.208690422,378619160.5,,,,,328025926.4,7.19,,,,,,,,,,,,,,,,,2.7
DNK,2023,Denmark,Europe & Central Asia,High income,6247097183,1.124285847,4576876843,2.65885258,10823974026,4.07E+11,2.495184331,3.74E+11,3.305178112,-3.788917986,-3.788917986,30213018757,33168536666,127.7685675,56.29775071,22.48152477,0.49948249,915247897.6,,,1.953195965,4.116788689,814493221.7,,0.0558,11.2366,0.001,,,7.034107556,,,,,,,,,,,,,,,,,,,3.855,8.746,4.563,5.094,11.517,6.889702586
DOM,2023,Dominican Republic,Latin America & Caribbean,Upper middle income,-4390200000,3.911670461,4750500000,0.296679269,360300000,1.21E+11,2.360615687,1.30E+11,4.78561281,6.423919802,6.423919802,-15891200000,-8612500000,49.61533219,15.26864839,11.29294968,2.317721415,137119485.9,,22.25458838,0.747294369,3.915255966,893165643.4,,0.1869,8.3823,0.0005,,,4.271032405,46917295606,71579314892,71579314892,,,33791197618,4.42,,,,,,,,,,,,5.673,4.471,7.326,5.555,11.847,56.1576
DZA,2023,Algeria,Middle East & North Africa,Upper middle income,-1132222101,0.49097261,1215776627,0.033742205,83554525.93,2.48E+11,4.1,2.39E+11,9.322173759,0.854841037,0.854841037,12133489638,7300036762,43.6829142,5.04560343,17.92794658,3.428,44394285862,5.611571294,13.26123521,8.171725566,19.33568163,18263967968,,0.0931,46.5578,0.0024,,,5.562578672,1274563508,,,,,4839222679,0.19,,,,,,,,,,,,,,,,,135.8429333
ECU,2023,Ecuador,Latin America & Caribbean,Upper middle income,-383006348.5,0.322274315,383006348.5,,,1.19E+11,2.355217907,1.19E+11,2.215687642,-0.408196858,-0.408196858,2206803635,109806009.9,57.84775435,7.129821624,13.91989799,3.698643663,165437,3.893655493,9.694939613,2.297695786,6.628169347,27263,,0.5457,21.8914,0.0047,,,4.093674095,49590821905,,,,,42649465291,5.73,,,,,,,,,4.7,,26.7,5.501,1.912,5.092,3.51,7.754,1
EGY,2023,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,-9450200000,2.484984331,9840600000,0.098585237,390400000,3.96E+11,3.758700552,4.05E+11,33.88477631,24.82506537,24.82506537,-25690350000,-14047300000,40.44243822,14.05419168,6.786911872,-2.782977244,26876298170,,,0.875655971,4.147395223,316463287,,2.7608,51.9232,0.0005,,,2.933301921,1.19E+11,,,,,1.21E+11,5.65,,,,,,,,,,,,14.175,4.313,6.085,6.753,16.912,30.6264137
ERI,2023,Eritrea,Sub-Saharan Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,0.2105,,,,1.844691807,628285476.2,,,,,513130646.5,,,,,,,,,,,,,,,,,,15.075
ESP,2023,Spain,Europe & Central Asia,High income,-3277675085,2.65127535,42953066298,2.448894827,39674318207,1.62E+12,2.675663493,1.56E+12,3.532361335,6.235280039,6.235280039,-37500376165,63702074653,72.19172889,18.08059313,19.46354727,3.762242335,31532712618,,,1.591228462,3.264658436,2369913514,,0.889,92.1021,4.1758,,,5.902714306,,,,,,,,,,,,,,,,,,,7.38,17.649,13.271,12.179,28.666,0.924839558
EST,2023,Estonia,Europe & Central Asia,High income,-3145151486,12.95869166,5350805152,5.341698109,2205653665,41291245222,-3.023035841,42050468802,9.15922508,8.054783147,8.054783147,-2465067007,350690236.5,154.8592446,54.56529813,2.643597557,0.858114674,852399849.1,,,2.866653874,6.773849465,1189493563,,0.071,2.3551,0.0001,,,10.48248322,,,,,,,,,,,,,,,,,,,3.564,12.909,7.43,6.378,17.301,0.924839558
ETH,2023,Ethiopia,Sub-Saharan Africa,Low income,-3262966284,1.993285029,3262966284,,,1.64E+11,6.498134642,1.76E+11,30.21882781,33.02069288,33.02069288,-11848615111,-12086017009,20.58541157,9.181016712,6.318362666,-9.788472259,13432776.83,,,0.78832288,7.537117491,1226452568,,0.4723,6.6374,0.0016,,,1.321250015,31914034150,,,,9.03,27165992931,0.96,,,,,,,,,,,,,,,,,54.60094807
FIN,2023,Finland,Europe & Central Asia,High income,-985409102.3,-0.088016243,-260116463.7,-0.421819825,-1246614004,2.96E+11,-1.163962815,2.96E+11,6.250643222,3.913517347,3.913517347,10190721724,870993170.8,85.33367481,27.44755416,25.57551588,4.458881375,7558392865,,,2.421486176,4.447236924,73483223.84,,,8.9587,,,,7.78191128,,,,,,,,,,,,,,,,,,,3.978,15.818,7.639,7.151,16.162,0.924839558
FJI,2023,Fiji,East Asia & Pacific,Upper middle income,,0.532449873,28976170,0.532449873,28976170,5442046565,7.524290882,,2.148174406,4.099576358,4.099576358,,,,,,,,4.246798385,14.62911336,1.316481575,4.772214258,72459177.49,,,1.111,,,,3.680158417,2337596197,,,,,1499294063,4.26,,,,,,,,,,,,,,,,,2.250125
FRA,2023,France,Europe & Central Asia,High income,30513104656,0.288462114,8803377982,1.28828431,39316267826,3.05E+12,0.936487503,3.11E+12,4.878357265,5.303571753,5.303571753,-82338005121,-43852141214,70.55955479,22.98568528,23.12356657,0.469474339,75692132243,,,2.563867384,3.566871389,613129832.8,,2.2318,122.2146,2.3339,,,5.645545281,,,,,,,,,,,,,,,,,,,4.956,13.243,8.074,7.335,17.634,0.924839558
FRO,2023,Faroe Islands,Europe & Central Asia,High income,,,,,,3907323961,2.489058117,3864346780,,4.073186874,4.073186874,,,114.3378788,,27.32253835,,167578739.2,,,,,,,,,0.002,,,0.930582578,,,,,,,,,,,,,,,,,,,,,,,,6.889702586
FSM,2023,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,,,,,,460000000,0.784313725,,,6.14424034,6.14424034,,,94.88219565,,,,,,,,,,,,,,,,0.436828554,,,,,,,,,,,,,,,,,,,,,,,,1
GAB,2023,Gabon,Sub-Saharan Africa,Upper middle income,,,,,,19388402542,2.445880831,12412842521,3.629015342,-9.964011078,-9.964011078,,,91.47866671,,11.46611969,-4.713555392,222397441.6,,13.56582355,1.153219812,7.273622122,265129554.8,,,0.213,0.0003,,,8.613246437,6090214800,,,,,6671965928,6.33,,,,,,,,,,,,,,,,,606.5697502
GBR,2023,United Kingdom,Europe & Central Asia,High income,1.53E+11,-2.645459686,-89439143375,1.890865403,63927408476,3.38E+12,0.339966158,3.40E+12,6.793967068,7.298254796,7.298254796,-2.33E+11,-18844535680,63.87887776,28.07089586,2.485169357,0.523734779,69241648275,,,2.264879516,5.152399622,74942843460,,1.436,108.4809,0.0543,,,5.549650329,,6.19E+12,,1.11E+11,7.76,,,,,,,,,,,,,,2.681,6.685,4.836,4.025,11.959,0.804538907
GEO,2023,Georgia,Europe & Central Asia,Upper middle income,-1613172979,6.776656145,2085707951,1.535309399,472534971.9,30777833585,7.832201215,33429977829,2.487760566,2.948099536,2.948099536,-6077804691,-2642956941,107.1511792,34.6765003,12.14854588,7.498662486,373959235.3,3.738612923,,1.681143766,5.539119497,54612281.85,,0.0868,4.4368,,,,5.126978108,19238122679,18636474704,13548506642,5087968061,,9790562506,12.53,,,,,,,,,,,,,,,,,2.627958333
GHA,2023,Ghana,Sub-Saharan Africa,Lower middle income,-1308309602,1.727522275,1319315615,0.01441136,11006012.91,76370396722,2.944785831,77105897894,38.10696563,33.07982505,33.07982505,2694516051,-658958240.7,69.03658948,27.07405164,5.866963288,0.486726484,44862294.64,,12.3531743,0.389157462,1.915349833,285375934.7,,,9.0355,,,,1.428496,36353558558,,,,,30241996822,1.71,,,,,,,,,,,,,,,,,11.02040833
GIB,2023,Gibraltar,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,8.831567764,,,,,,0.556,0.0006,,,18.51784461,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
GIN,2023,Guinea,Sub-Saharan Africa,Lower middle income,-1288140000,5.891958459,1307980000,0.089371746,19840000,22199409741,6.744934446,23844786758,7.804975919,3.921978885,3.921978885,6783240000,3643100000,90.5424486,15.4335635,13.61812841,1.421882141,323144125.4,,1.269184113,2.125755482,13.81764834,5447431.498,,,1.754,,,,1.987766034,4021210042,,,,,3980739794,1.5,,,,,,,,,,,,,,,,,
GMB,2023,"Gambia, The",Sub-Saharan Africa,Low income,-208372222.2,8.696267424,208372222.2,-0.025419523,-609080,2396111022,4.797508952,2889186755,16.97421296,15.60190439,15.60190439,-940354218.6,-736150821.6,42.4360025,21.28486191,7.372838898,5.753469979,176661213.6,2.696594715,17.52958298,0.584358358,2.641652868,13785997.45,,,0.3439,,,,0.700114351,982634486.9,,,,,971426386.4,2.34,,,,,,,,,,,,10.724,6.465,11.404,6.479,10.641,61.09633301
GNB,2023,Guinea-Bissau,Sub-Saharan Africa,Low income,,0.012569641,257470,0.012569641,257470,2048348108,5.199268297,2340591498,,5.390392868,5.390392868,,,42.03382628,,16.41324592,-2.687863919,3362412.236,,,1.455452772,6.474798353,2526797.67,,,0.1957,,,,1.392024201,1018181455,,,,,962442117.6,2.82,,,,,,,,,,,,,,,,,606.5697502
GNQ,2023,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,,,,,,12337550584,-5.089308721,10886485849,,-7.647520198,-7.647520198,,,61.44328152,,26.23382564,5.699999997,3232855578,,,1.592169823,7.532943852,16235786.52,,,0.5321,,,,3.779114925,,,,,,,,,,,,,,,,,,,,,,,,606.5697502
GRC,2023,Greece,Europe & Central Asia,High income,-671368461.1,1.939260405,4722066764,1.663542518,4050698303,2.43E+11,2.332123883,2.55E+11,3.464801285,5.874562668,5.874562668,-35712914861,-12016810528,92.15629003,33.90782948,19.28684397,1.7459727,4696314369,,,3.23447558,6.565332995,7729763484,,0.143,17.5708,0.0017,,,6.656615657,,,,,,,,,,,,,,,,,,,8.153,12.157,12.816,11.023,26.618,0.924839558
GRD,2023,Grenada,Latin America & Caribbean,Upper middle income,-151062463.7,12.44116686,163816991.1,0.968649267,12754527.78,1316733333,3.566128618,,2.696122698,3.82303341,3.82303341,-595948173.7,-121474714.8,,83.64898736,,,,,14.35925122,,,,,,0.0501,,,,1.711635534,605738922.4,,,,,551287785,4.48,,,,,,,,,,,,4.246,6.726,7.283,6.34,18.137,2.7
GRL,2023,Greenland,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,0.0957,0.0011,,,11.38310033,,,,,,,,,,,,,,,,,,,,,,,,6.889702586
GTM,2023,Guatemala,Latin America & Caribbean,Upper middle income,-921240330,1.515704498,1583156540,0.633714577,661916210,1.04E+11,3.526792142,1.20E+11,,6.642278016,6.642278016,-14359132350,-15696173600,48.18845182,9.524065864,11.23457766,3.284193657,1173236785,3.179389954,,0.411176478,2.981787345,422271566,,0.4434,11.5178,,,,2.426565137,24461739265,27880956716,27880956716,,,12242842171,1.71,,,,,,,,,,,,4.399,2.563,3.817,2.344,4.339,7.831974167
GUM,2023,Guam,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09248916,,,,,,,,,,,,,,,,,,,,,,,,1
GUY,2023,Guyana,Latin America & Caribbean,High income,,0.040210939,6900000,0.040210939,6900000,17159509565,33.80261709,,2.821103351,-12.86752613,-12.86752613,,,,,,,,,,0.586516734,2.33417918,9627956.155,,,1.0412,0.0001,,,9.912228793,2541674086,,,,,1897852219,3.52,,,,,,,,,,,,,,,,,208.5
HKG,2023,"Hong Kong SAR, China",East Asia & Pacific,High income,-8396908249,29.17690913,1.11E+11,26.97187615,1.03E+11,3.81E+11,3.276526256,3.78E+11,2.096605112,2.777749052,2.777749052,-16480818320,2755604119,352.7986474,46.71757199,13.26253915,-4.257821773,555371742.2,3.83119134,,,,,,,6.4518,0.0112,,,5.330051353,,,,,,,,,,,,,,,,,,,2.723,3.222,2.998,2.949,8.928,7.829583333
HND,2023,Honduras,Latin America & Caribbean,Lower middle income,-856785448,3.157255372,1086111945,0.666636914,229326497.2,34400509852,3.582603626,42633348897,6.663251803,6.17858774,6.17858774,-8355362068,-8087638362,97.95347847,20.82642225,14.42113592,5.961922643,496944281.5,4.4616222,15.37228128,1.566145751,5.859422178,539833989.6,,,4.9575,0.0334,,,2.153163064,10345182402,17531744927,13517250404,4014494524,,8341560698,5.47,,,,,,,,,,64.1,,,6.053,9.209,6.071,10.805,24.60164682
HRV,2023,Croatia,Europe & Central Asia,High income,-1974708023,3.95990588,3341914871,1.62003242,1367206848,84393795502,3.302544881,85940396923,7.941281776,11.74033063,11.74033063,-18951054157,-1746312310,107.7009194,37.20613213,21.28627613,7.567854695,17964296350,,,1.779892199,3.898848851,14396332.5,,0.061,6.8918,,,,6.480708534,,,,,,,,,,,,,,,,,,,3.584,11.789,6.788,6.086,18.958,0.924839558
HTI,2023,Haiti,Latin America & Caribbean,Lower middle income,-23647920,0.119128119,23647920,,,19850829758,-1.863884203,23869423919,36.81351628,31.51196314,31.51196314,-3759163825,-4208501042,30.7854237,3.664147005,6.216791954,3.348931478,123484776.6,,11.2381112,0.549284895,0.674394572,11654566.68,,,1.4529,,,,1.17354412,2084800488,,,,,2129969001,0.32,,,,,,,,,,,,,,,,,141.0359127
HUN,2023,Hungary,Europe & Central Asia,High income,-1684064630,-34.01036057,-72234232901,-34.8032761,-73918297531,2.12E+11,-0.907685956,2.02E+11,17.12496597,14.74900514,14.74900514,77906940.44,10642232379,157.2962239,28.97242916,2.321271626,1.175939343,4254596254,,,2.127843189,4.411885453,435547869.9,,0.1725,14.251,0.0188,,,6.351711695,,,,,,,,,,,,,,,,,,,1.604,12.862,3.831,4.107,12.806,353.0883333
IDN,2023,Indonesia,East Asia & Pacific,Upper middle income,-14984439684,1.610733602,22085914486,0.517913084,7101474802,1.37E+12,5.048105771,1.27E+12,3.670131424,1.533073673,1.533073673,46193957042,28222396820,41.31566676,6.168144838,7.445394458,2.945267148,128995323.4,1.275179223,,0.677541699,3.919753577,948833557.9,,5.8916,149.5385,0.1743,,,4.268286618,3.43E+11,1.00E+12,6.09E+11,3.95E+11,,2.37E+11,4.37,,,,,,,,,2.1,9.4,23.6,3.571,2.051,5.792,3.308,13.119,15236.88466
IMN,2023,Isle of Man,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
IND,2023,India,South Asia,Lower middle income,-14200416754,0.787065923,28078983530,0.389022165,13878566777,3.57E+12,8.152936311,3.71E+12,5.649143189,1.334050656,1.334050656,-2.45E+11,-86329729820,45.92185022,14.46191766,1.397269667,2.454421628,3769455396,,,2.443576477,8.145489481,8357456884,,30.5827,339.7606,,,,2.874377159,4.98E+11,,,,,2.20E+11,2.34,,,,77,97,,,,,,,13.316,2.473,5.991,4.172,15.469,82.59927645
IRL,2023,Ireland,Europe & Central Asia,High income,12927237960,-25.38513255,-1.40E+11,-23.04067159,-1.27E+11,5.51E+11,-5.530007361,3.68E+11,6.299424874,3.621871537,3.621871537,1.69E+11,1.81E+11,237.2158813,154.1728899,12.16995537,1.925658387,679976824.8,,,0.216857883,1.163611282,1269192873,,0.1786,11.1129,0.0087,,,10.90008667,,,,,,,,,,,,,,,,,,,2.914,8.337,4.929,4.288,10.654,0.924839558
IRN,2023,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,,0.021418597,86665140,0.021418597,86665140,4.05E+11,5.044890511,,44.57918576,30.49314012,30.49314012,,,52.18017581,,12.87921169,-1.689624321,52112594695,2.928923845,,2.614369836,13.53116459,12838441.75,,1.6929,138.699,,,,11.00062823,1115504480,,,,,6770911563,0.09,,,,,,,,,,,,,,,,,42000
IRQ,2023,Iraq,Middle East & North Africa,Upper middle income,5649700000,-2.13819188,-5363500000,0.11409537,286200000,2.51E+11,-2.93555774,,4.358353511,-18.18941272,-18.18941272,43196686393,26672686393,,13.52616157,,,,,,2.731627754,4.151411462,518397154,,0.0369,40.0312,,,,8.048640139,15698548004,,,,,16091808514,1.78,,,,,,,,,,,,,,,,,1312.5
ISL,2023,Iceland,Europe & Central Asia,High income,-441193875.2,2.197836774,688474931.2,0.78940187,247281056,31325116556,5.03717944,31170780299,8.736302999,5.699492127,5.699492127,-2092784068,177815650.3,86.79464894,36.45881648,25.41961436,2.197623788,7962723725,,,,,,,0.0008,0.897,0.0007,,,10.60610298,,,,,14.74,,,,,,,,,,,,,,2.261,6.762,3.058,3.518,8.76,137.9429524
ISR,2023,Israel,Middle East & North Africa,High income,-5382600000,2.942031427,15110600000,1.89404006,9728000000,5.14E+11,2.42300691,4.95E+11,4.225352113,4.266089441,4.266089441,-19978200000,18844100000,57.52825206,24.75014652,22.24835442,7.914449847,1.14268E+11,,,5.317411534,14.59182139,27498527857,,0.0714,18.4151,,,,8.156345448,,,,,,,,,,,,,,,,,,,2.399,5.874,3.751,3.371,5.917,3.667374716
ITA,2023,Italy,Europe & Central Asia,High income,-11443288160,1.826198511,42019753074,1.328867749,30576464915,2.30E+12,0.697632994,2.27E+12,5.622194422,5.81875394,5.81875394,36708772965,29796223247,66.2401068,13.20842326,17.78636479,1.244771613,49253687878,,,1.657828933,3.434517926,35528923816,,0.7826,102.7268,0.4051,,,6.341789495,,,,,,,,,,,,,,,,,,,3.82,11.258,7.396,7.627,22.726,0.924839558
JAM,2023,Jamaica,Latin America & Caribbean,Upper middle income,-380413917.8,1.938516546,376524958.4,-0.020022078,-3888959.379,19423355409,2.200061472,,6.474137347,11.68655319,11.68655319,-4399549570,-2590760297,,44.98327154,,,,5.654536725,,1.224353138,4.575786418,23617194.96,,,2.4109,0.0007,,,2.874477161,11120315391,,,,,9776217903,12.69,,,,,,,,,,,,1.682,1.389,4.038,3.022,9.076,154.158779
JOR,2023,Jordan,Middle East & North Africa,Lower middle income,-778591549.3,1.653636747,842816901.4,0.126012426,64225352.11,50967475352,2.678271538,,2.084869863,1.790364587,1.790364587,-10365633803,-6736056338,100.276046,30.68292034,,,,,,4.953784952,14.48879623,24523913.45,,0.0146,7.8704,0.0002,,,2.920454405,26122608969,,,,,21765710565,7.7,,,,95,99,,,,,,,26.603,18.634,9.058,16.622,39.242,0.71
JPN,2023,Japan,East Asia & Pacific,High income,1.62E+11,0.475297449,19983856530,4.33035119,1.82E+11,4.20E+12,1.679019523,4.27E+12,3.268133659,3.793017835,3.793017835,-47856336606,-69106122533,45.16264848,10.34785306,,,,,,1.196699154,2.821641372,5161851.533,,0.5735,179.633,3.221,,,8.360430513,,,,,,,,,,,,,,,,,,,,,,2.6,4.1,140.4911001
KAZ,2023,Kazakhstan,Europe & Central Asia,Upper middle income,-2443242456,2.070238052,5437312391,1.139981863,2994069935,2.63E+11,5.1,2.42E+11,14.72499002,9.857619324,9.857619324,19861710202,18164058920,61.77322607,8.5043637,11.11261577,1.299999998,29186384313,,,0.485937693,2.962822795,1236289860,,0.4524,23.5608,,,,15.75742062,1.42E+11,30152737497,29476689915,676047581.8,8.68,26440529244,18.86,,,,,,,,,,,,,,,,,456.165
KEN,2023,Kenya,Sub-Saharan Africa,Lower middle income,-228284631.5,0.674542879,728766608.6,0.463243719,500481977.1,1.08E+11,5.555873013,1.14E+11,7.67139634,6.107802092,6.107802092,-10022726294,-9420824666,32.09207928,9.449154162,11.91511758,3.475628756,1287292499,3.962293148,,0.958168355,4.114348984,999541975.9,,0.2002,10.6148,0.0015,,,1.951189833,36295438589,57849850867,57471013367,378837499.3,16.38,33483634025,3.65,,,,,,,,,,,,,,,,,139.8463838
