CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GovernmentSpending,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,MilitarySpending,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
SVN,Slovenia,Europe & Central Asia,High income,ECI-SVN-2021,2021,-525233103.5,3.606815713,2219247756,2.753184564,1694014652,61529280461,8.389650321,12829135651,57916308047,1.917065061,2.689964361,2.689964361,762771996.2,1071510882,3665876181,162.0827284,28.26385427,100,0.0027,5.1188,0.0062,61.371114,23.4,8.524870273,,,,,2.84,,,83.8,77.7,80.67560976,,,99.5,98.27432091,,,12.1,6.7,3.332,9.058,5.405,4.744,12.781,0.845494139
SWE,Sweden,Europe & Central Asia,High income,ECI-SWE-2021,2021,8303095583,8.606397361,54838836963,9.909483711,63141932547,637187000000,5.937508573,164091000000,609652000000,2.163197364,2.740633344,2.740633344,7582555970,30535929893,29421276245,90.27798618,28.74521327,100,0.016,15.3314,0.1564,68.69966608,57.9,5.17725408,,,,,0.58,,,84.9,81.3,83.05609756,,,99.73844577,99.73844577,,1.5,16,12.1,4.307,27.585,6.668,8.722,24.747,8.576566716
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,ECI-SWZ-2021,2021,-54321169.08,2.382294476,112865288.3,1.235715018,58544119.19,4737671576,3.399338581,,,,0.167992453,0.167992453,83224944.17,124040073.2,-40789539.98,,6.517236017,82.9,,0.7681,,28.99825581,65.4,2.598390675,856528438,,,,7.62,,1.49,61.248,53.366,57.066,,,72.45384449,,,,,,20.252,37.362,57.283,34.153,56.263,14.78343514
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,ECI-SXM-2021,2021,-20461258.2,1.981796845,26815119.61,0.469588153,6353861.408,1353071061,4.577596779,,,,4.643698668,4.643698668,,-630951024.7,-211569874.8,,64.59317805,100,,,,10.88235294,,,,,,,,,,76.696,71.538,73.972,,,,,,,,,,,,,,1.79
SYC,Seychelles,Sub-Saharan Africa,High income,ECI-SYC-2021,2021,-160342559,7.528088833,111955764.4,-3.253607262,-48386794.59,1487173795,0.552281631,384361901.8,1832838678,9.76909937,2.750059938,2.750059938,40106698.63,-506845672.5,-69833657.51,183.770815,136.7619159,100,,0.6519,,73.26086957,1.7,12.50579298,,,,,,,,75.6,71.3,73.39756098,,,96.41884356,,,,,,,,,,,16.92052257
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,ECI-SYR-2021,2021,,,,,,14353205678,1.854215901,981035655.4,,,118.2740863,118.2740863,,,,61.2204851,,88.8,0.0382,4.8658,,2.843108425,1.1,1.852762416,3632210267,,,,,,,75.175,69.058,72.063,94,98,94.05369268,,84.3727243,,,,,,,,,1256
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,ECI-TCA-2021,2021,,,,,,1045782454,9.025497471,,,,23.82424582,23.82424582,,,,,,100,,0.0332,,11.07368421,0.8,2.327431868,,,,,,,,77.702,71.809,74.587,,,98.78765379,47.10447877,94.96266522,,,,,,,,,1
TCD,Chad,Sub-Saharan Africa,Low income,ECI-TCD-2021,2021,,,,,,11779981333,-1.169187004,551670653.7,12426057236,-0.77284437,7.166576289,7.166576289,330998078.2,,,82.98477687,,11.3,,0.8917,,3.336509927,69.9,4.79612916,2639247942,,,,,,2.85,54.283,50.845,52.525,,,51.89910104,6.204938183,26.17119939,,,,,,,,,554.530675
TGO,Togo,Sub-Saharan Africa,Low income,ECI-TGO-2021,2021,,-0.850362001,-70939270,-0.850362001,-70939270,8342243646,5.990876104,1064323448,9203674801,4.186215065,2.466367464,2.466367464,198773240.6,,,57.5850135,,55.7,,1.265,0.0002,22.17889318,75.1,1.13980266,2451053114,,,,15.99,,2.05,62.391,60.849,61.619,,,69.94698197,19.12943514,17.24208292,43.9,,40.5,,,,,,554.530675
THA,Thailand,East Asia & Pacific,Upper middle income,ECI-THA-2021,2021,4020198102,3.039881536,15389597696,3.833984555,19409795798,506256000000,1.568181765,92297223516,501651000000,1.230395413,1.771072263,1.771072263,7123128719,31944662044,-597171026,117.1445036,16.46528444,100,2.186,68.5839,0.0183,38.82831921,19,5.987437258,128000000000,,,,4.89,,3.34,83.041,74.518,78.715,94.09999847,98.80000305,99.99999799,,84.99332656,0.1,6.3,17.1,2.527,0.947,1.503,1.215,5.798,31.97709344
TJK,Tajikistan,Europe & Central Asia,Lower middle income,ECI-TJK-2021,2021,-36337647.19,0.940255222,84038181.46,0.533694038,47700534.27,8937805347,9.39999955,972813327.6,11272985317,,10.04450955,10.04450955,89992007.81,-1712233945,-2096987468,71.82593744,7.590083656,99.6,0.0361,1.854,,3.060739246,34.9,2.124590696,5537969278,,,,9.5,,4.67,73.734,69.568,71.594,,,81.89407836,55.26316675,72.90721507,,23.2,,,,,,,11.30885
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,ECI-TKM-2021,2021,,,,,,50007428571,6.200000017,5084285714,,,2.77178001,2.77178001,,,,33.05811708,,100,0.8748,11.862,,8.782159045,0.1,13.86631469,4568570608,,,,,,3.32,72.663,65.865,69.264,,,99.99999969,94.85705606,,,,,,,,,,
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,ECI-TLS-2021,2021,419035233.2,-11.55994438,-419035233.2,-0.703469681,-25500000,3624889700,5.363126627,1022056000,2640265600,3.697920947,59.08384971,59.08384971,39222000,1996078131,1473782543,99.86742217,15.96031452,100,,0.3085,0.0002,61.84936113,12.1,1.41918721,232407556.6,,,,0.15,,0.28,69.544,66.1,67.737,,,85.56091447,,,,,,2.011,3.057,2.426,2.344,5.455,1
TON,Tonga,East Asia & Pacific,Upper middle income,ECI-TON-2021,2021,-317270.6881,0.049879119,258487.5674,-0.0113431,-58783.12067,518228012.1,0.362601972,148155452.3,798154237,5.640511406,2.474562668,2.474562668,,-198464294.6,-240769752.3,66.17429433,24.12424683,100,,0.1017,,12.43055556,1.8,3.055265902,186246381.5,,,,,,0.88,73.719,68.416,70.986,99.40000153,99.40000153,98.77468859,29.50862047,69.54068932,,20.6,15.1,2.265,1.992,2.121,2.111,6.357,2.264959601
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,ECI-TTO-2021,2021,1704232757,-3.815997065,-934781798.4,3.141078061,769450958.4,24496397205,-1.03742621,,,2.059227469,19.0933596,19.0933596,210674621,4711913186,2906273135,,11.12784288,100,0.0094,2.2216,,44.39961014,0.5,25.88409413,,,,,,,,76.403,69.662,72.971,,,98.87517077,,,,,,4.27,5.095,4.034,4.446,12.906,6.758530049
TUN,Tunisia,Middle East & North Africa,Lower middle income,ECI-TUN-2021,2021,-531409630.3,1.16937529,547411353.6,0.03418274,16001723.37,46812290143,4.736320748,9794354344,51410877280,5.706350208,4.516780334,4.516780334,1250454380,-8483945975,-4123466218,94.09595506,20.39380055,99.9,0.1979,7.9724,,4.533084449,11.6,3.576940168,26136955435,,,,,,9.59,77.145,70.743,73.772,,,96.93899305,74.10628117,84.19055452,0.4,16.6,17.7,,,,,,2.794466667
TUR,T�rkiye,Europe & Central Asia,Upper middle income,ECI-TUR-2021,2021,-6444000000,1.572819486,12895000000,0.786836642,6451000000,819865000000,11.43939569,106135000000,816545000000,19.59649269,28.97300048,28.97300048,15567410029,-29321000000,3299000000,71.08244396,11.3030773,100,2.3106,89.4596,0.0017,29.0741785,12,7.423079129,310000000000,,,,10.23,,9.01,79.121,73.04,76.032,,,97.02029543,,,0.5,14.4,22.1,12.416,10.972,13.486,11.969,22.612,8.850407549
TUV,Tuvalu,East Asia & Pacific,Upper middle income,ECI-TUV-2021,2021,-915227.7121,,,-1.520402591,-915227.7121,60196405.71,1.804135911,,,,4.684765727,4.684765727,,-31917373.9,-61216533.61,,56.06813787,99.7,,,,33.33333333,5,0.382577987,,,,,,,,69.138,60.816,64.547,,,99.23719479,8.667275936,93.98338902,,,,,,,,,
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,ECI-TZA-2021,2021,-1190507399,1.684943479,1190507399,,,70655628148,4.321384295,5656040960,71877432576,3.690919588,2.674303274,2.674303274,759492508.1,-3247120931,-1736406972,29.91518401,6.687045764,42.7,0.1378,9.5245,,51.11311809,78.3,1.385879819,23605608242,,,,9.9,,2.82,68.311,64.183,66.201,,,59.36117077,11.02063172,28.78494722,,,,,,,,,2297.764226
UGA,Uganda,Sub-Saharan Africa,Low income,ECI-UGA-2021,2021,-1647892932,4.066737858,1648240263,0.000856977,347331.1222,40529788749,3.536580341,4025254929,43019401229,2.204572048,2.545119296,2.545119296,1066564383,-3046414063,-4388622733,41.71363074,11.88557273,45.2,,3.7665,,11.45343756,91,1.155642022,16717546449,,,,17.54,,1.95,64.92,60.423,62.705,,,57.60557485,17.70231604,29.47221871,,,,10.01,1.549,5.54,3.422,5.157,3587.051707
UKR,Ukraine,Europe & Central Asia,Upper middle income,ECI-UKR-2021,2021,-7518000000,3.981661339,7954000000,0.218255512,436000000,199766000000,3.445620657,35442802218,202405000000,9.363139177,24.80475677,24.80475677,6898123104,-6642000000,-2671000000,82.69796136,16.42472846,100,2.7087,25.4859,0.0119,16.73455299,8.9,6.355599179,99159062515,,,,8.44,,7.47,74.36,65.16,69.64780488,100,99.90000153,93.53463927,87.76939717,,,,,9.026,11.734,10.143,9.834,19.063,27.28618938
URY,Uruguay,Latin America & Caribbean,High income,ECI-URY-2021,2021,-2545753145,8.501002666,5165277108,4.311207265,2619523963,60760798596,5.561892793,,56422214733,7.747914023,11.18062196,11.18062196,1258231388,4729783491,4525744457,56.82373811,13.60900004,100,0.6021,3.887,0.0014,11.72437436,57.8,12.53315355,,,,,,,,79.258,71.654,75.436,,99.18000031,99.50424188,,,0.1,,21.6,,,,9.328,31.39,43.554575
USA,United States,North America,High income,ECI-USA-2021,2021,-133851000000,2.009212298,475805000000,1.443991093,341954000000,23681200000000,6.055052933,3375290000000,24541200000000,4.697858864,4.565985503,4.565985503,806230000000,-1083190000000,-848072000000,25.21365603,5.805359034,100,6.3594,1663.6783,0.0034,33.86692641,10.9,18.06254835,,,,,7.89,,,79.3,73.5,76.32926829,,,99.89493841,97.31930029,,0.6,,16.7,3.576,8.056,7.076,5.349,9.73,1
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,ECI-UZB-2021,2021,-2277773116,2.94839501,2280290470,0.003254916,2517354.014,77340060003,8.034683126,11543749570,91671677679,10.84923975,13.69297328,13.69297328,,-8766676093,-11493850299,57.4589717,9.474038443,99.9,1.7903,16.2792,,8.431804617,1,6.141790302,35551488253,,,,1.21,,5.87,73.39,68.334,70.862,100,100,96.28974264,78.81259694,81.62144631,,17,,,,,,,10609.46439
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,ECI-VCT-2021,2021,-163295945.1,18.67126234,162855590.8,-0.050486267,-440354.3101,872225925.9,0.75379708,,,1.572729325,-0.392447955,-0.392447955,,-290100836.1,-285087273.9,,22.88096407,100,,0.0309,,73.17948718,5,1.41286063,449040632.6,,,,,,3.75,72.396,67.354,69.629,,,,,,,,,,,,,,2.7
VEN,"Venezuela, RB",Latin America & Caribbean,,ECI-VEN-2021,2021,,,2319000000,,2319000000,,,,,,,,2024833.039,,,,,100,0.1421,10.9674,0.0175,52.34778074,33.7,4.769956441,,,,,,,,75.207,66.259,70.554,,,93.50870585,,,,,,,,,,,
VGB,British Virgin Islands,Latin America & Caribbean,High income,ECI-VGB-2021,2021,,,43216848540,,43216848540,,,,,,,,,,,,,100,,0.0242,,24.13333333,1.3,2.290459943,,,,,,,,77.457,71.749,74.494,,,99.86438356,,,,,,,,,,,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,ECI-VIR-2021,2021,,,,,,4507000000,3.667607079,1528000000,,,2.803239197,2.803239197,,,,180.2973153,,100,,,,57.31428571,5.9,0.230471333,,,,,,,,83.5,76.8,80.06829268,,,,,,,,,,,,,,1
VNM,Vietnam,East Asia & Pacific,Lower middle income,ECI-VNM-2021,2021,-15341000000,4.273145662,15660000000,0.08704556,319000000,366475000000,2.553728526,35126918559,359144000000,1.834715548,2.880767929,2.880767929,,17466000000,1799000000,186.6758328,6.572621939,100,3.0785,32.1157,0.0493,46.96116186,24.2,4.958326316,105000000000,,,,,,5.95,78.235,69.117,73.618,,,97.31751338,57.25798247,88.38934216,,,,3.414,2.016,2.824,2.385,7.011,23159.78259
VUT,Vanuatu,East Asia & Pacific,Lower middle income,ECI-VUT-2021,2021,-42838587.67,4.530281025,43055519.34,0.022825446,216931.6738,950394006.5,-1.552294891,,1381147073,2.343283582,0.699715547,0.699715547,,-241482500.8,-438311378.1,61.82094345,26.64341559,70,,0.1327,,36.28383921,24.6,2.104829534,373853896.6,,,,2.54,,1.61,72.945,68.397,70.449,89.09999847,96.90000153,90.91301735,,71.49367288,,,,,,,,,109.4525
WSM,Samoa,East Asia & Pacific,Lower middle income,ECI-WSM-2021,2021,-8231876.023,1.060395069,8948924.655,0.084966056,717048.6318,843923638.7,-7.078830943,142900833.4,1120873039,3.133204732,-0.401252917,-0.401252917,,-308479475,-332236640.1,60.88888565,19.11358591,98.3,,0.2166,,57.98201439,36,2.886625908,394581850.5,,,,0.88,,2.17,75.503,70.312,72.767,99.09999847,99.09999847,98.272016,62.14566323,71.98242375,,,,,,,,,2.556092342
XKX,Kosovo,Europe & Central Asia,Upper middle income,ECI-XKX-2021,2021,-382152061.5,5.321432693,500927943.3,1.261774012,118775881.8,9413403724,10.74565608,1211724473,12408754911,3.353691392,6.115539931,6.115539931,79609744.56,-4210535608,-2989299473,98.63843049,34.81541457,,,,,,,,1982429726,,,,,,4.28,79.553,74.151,76.806,,,,,,,,,15.695,29.029,20.677,20.392,37.792,0.845376564
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,ECI-YEM-2021,2021,,,,,,,,,,,,,,,,,,74.9,,2.67,,1.039831809,3.7,0.900120974,6107650687,,,,,,,67.134,60.629,63.753,,,61.59520686,,,,,,,,,,,1028.107754
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,ECI-ZAF-2021,2021,-40557211851,9.660265336,40658789145,0.024134108,101577294.3,420887000000,4.955032594,80718806540,394908000000,4.611672178,6.538690583,6.538690583,3392816053,30669614375,26208373540,56.03471384,5.397941596,89.3,1.3946,48.2214,,14.0250847,9.7,8.958716755,122000000000,521000000000,281000000000,240000000000,12.92,,6.46,64.999,59.458,62.341,90,97,94.13269971,,,,,,17.641,40.303,35.779,34.007,65.219,14.77867821
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,ECI-ZMB-2021,2021,-674299354.8,1.784078461,394217415.2,-1.2675446,-280081939.7,22096416932,6.234922047,2547948399,17432950790,22.02076762,25.14277761,25.14277761,217577244.7,4816141692,4036755515,86.20851119,8.28401205,46.7,0.2014,2.5174,,60.03015012,83,1.441015421,23593453155,,,,26.53,,8.81,63.928,58.487,61.223,,,68.03478318,,18.04368654,,,,7.455,4.293,9.502,5.197,9.301,20.01848659
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,ECI-ZWE-2021,2021,-234980367.8,0.871791032,237480367.8,0.009177506,2500000,27240515109,8.468016898,4063169019,28683349017,98.54610509,113.2949806,113.2949806,473945274.7,-779353424.5,-1529047177,50.84712837,4.336052618,49,0.1004,1.5847,,44.97482228,82.4,1.82806964,8654909272,,,,,,2.28,62.045,56.232,59.253,,,62.25279758,26.47699533,42.43806469,,,,7.116,8.089,11.589,9.54,15.466,88.55244726
